model,trait_set,K,profile_id,eligible_primary_k,model_usability_gate,bootstrap_n,centroid_pc1,centroid_pc2,centroid_pc3,sd_pc1,sd_pc2,sd_pc3,cov_11,cov_12,cov_13,cov_22,cov_23,cov_33,eigenvalue_1,eigenvalue_2,eigenvalue_3,eigenvector_1_1,eigenvector_1_2,eigenvector_1_3,eigenvector_2_1,eigenvector_2_2,eigenvector_2_3,eigenvector_3_1,eigenvector_3_2,eigenvector_3_3,fraction_inside_50_sample_coverage,fraction_inside_80_sample_coverage,fraction_inside_95_sample_coverage
llama,12,5,H05_E,True,USABLE,500,0.0101749673126,7.53241252422,10.5078985827,2.87437482889,3.75687101571,3.26620987326,8.26203065694,1.60735864025,2.87805708781,14.1140798287,6.67810868186,10.6681269362,20.0744214515,8.08409097679,4.88572499355,-0.250934462633,-0.75141360061,-0.610253632747,-0.869830900162,0.451667032064,-0.198471905495,-0.424765936237,-0.481014025746,0.766941592592,0,0,0
llama,12,6,H06_A,True,USABLE,500,0.00709862218674,-4.9188304912,0.0569809440533,1.1855722803,1.61001125801,1.16434342242,1.40558163181,0.510656424909,0.417527522248,2.59213625092,0.911377827493,1.35569560533,3.2971264368,1.22683575454,0.829451296719,-0.324536706194,-0.827463112568,-0.458236536815,-0.892056744816,0.428837458616,-0.142594523444,-0.314500700097,-0.362495836427,0.877317546964,0.002,0.008,0.012
llama,12,6,H06_B,True,USABLE,500,3.26099493911,13.8841481904,19.4076931268,3.46504631098,5.02188834218,3.33070574343,12.0065459373,3.19125508629,3.86084659404,25.2193625213,9.98485612846,11.0936007493,31.4857540285,11.5614125438,5.27234263553,-0.231902589713,-0.855574763265,-0.462831517238,-0.9201217034,0.347304090387,-0.180985965571,-0.315590303744,-0.383890209911,0.867773626539,0,0,0
llama,12,6,H06_C,True,USABLE,500,6.89332347333,12.1526545828,20.9301032109,3.17148557101,4.54296189315,2.88604876177,10.0583207271,4.50783999228,3.05305583307,20.6385027626,8.63446096175,8.32927745532,26.831344412,8.40050261023,3.7942539228,-0.30703448936,-0.841990666868,-0.443600652897,-0.942568718941,0.333443278968,0.0194881960372,-0.131506777077,-0.424107647442,0.896012651118,0,0,0
llama,12,6,H06_D,True,USABLE,500,-0.487906046809,-6.41647231872,0.991042564768,1.32114740916,1.95371756491,1.60129357779,1.74543047673,0.519274255,0.659610010648,3.81701232345,1.44827566843,2.56414112227,4.96661484922,1.84020756462,1.3197615086,-0.241395285996,-0.800369063972,-0.548760127319,0.639978950635,-0.556383622334,0.529966232455,0.729489724837,0.22326358018,-0.646527737318,0,0,0.002
llama,12,6,H06_E,True,USABLE,500,0.0879990056868,7.26769899013,8.62735279503,2.68134260031,3.51683321465,3.07072103818,7.18959814026,1.29457354491,2.4462866974,12.3681158597,5.73916767255,9.42932769433,17.4496035311,7.13336165588,4.40407650724,-0.241004610264,-0.752976430254,-0.612326116799,0.861960986539,-0.456021911235,0.221511340925,0.446026944832,0.474415969331,-0.758939689651,0,0.002,0.002
llama,12,6,H06_F,True,USABLE,500,5.32183461305,12.3570730796,19.9530109303,3.26951117675,4.63530991995,3.33997389182,10.6897033349,5.07593003327,3.27137603471,21.486098054,9.56985164951,11.155425598,29.1670710706,8.73041817047,5.43373774581,-0.310510121896,-0.814920200293,-0.48937565464,-0.94878999445,0.297192470899,0.107117606735,-0.058146458465,-0.497575825775,0.865469402678,0,0,0
llama,12,7,H07_A,True,USABLE,500,1.62677364145,0.75882509814,10.0779328224,2.809999914,3.3592339031,2.76891467232,7.89609951668,2.30958565866,2.49232162121,11.2844524157,4.76176417186,7.66688846259,15.9440734272,6.72717388784,4.17619307992,-0.382804525253,-0.746255168077,-0.544576826137,-0.884436725333,0.466338013411,-0.0173359778969,-0.266893938349,-0.475007454012,0.838531778948,0,0,0
llama,12,7,H07_B,True,USABLE,500,-0.0470472267593,-4.96764176395,-0.357910968513,1.17040236911,1.61060527917,1.19695223427,1.36984170563,0.500670419856,0.415628712482,2.59404936527,0.944922467807,1.43269465113,3.33174583129,1.20337802805,0.861461862687,-0.310852422901,-0.822055957023,-0.477068941244,-0.88810253518,0.430029222644,-0.162322994914,-0.338592170882,-0.373227639913,0.86374560527,0.004,0.01,0.014
llama,12,7,H07_C,True,USABLE,500,2.89386736727,12.2827435995,18.9080156789,3.41775957206,4.9090474048,3.26198838679,11.6810804924,2.94560817595,3.76160142129,24.0987464226,9.38040505881,10.6405682355,29.9535138057,11.3369336044,5.12994774049,-0.232963935987,-0.856158793961,-0.461215702305,-0.915638893091,0.352881963112,-0.192560997008,-0.32761749341,-0.377447267355,0.866141061478,0,0,0
llama,12,7,H07_D,True,USABLE,500,7.04708803488,14.514361844,21.5892510194,3.22749418329,4.83039361028,2.98527213361,10.4167187032,4.43620616837,3.15604794081,23.3327024302,9.60329291155,8.9118497117,29.6386193903,9.04403265242,3.97861880232,-0.269837109733,-0.857355947368,-0.438324895168,-0.949813604276,0.311802505116,-0.0251657492519,-0.158246805159,-0.409536295481,0.898464229305,0,0,0
llama,12,7,H07_E,True,USABLE,500,-0.591286619224,-5.88397869128,2.54619040047,1.41970513147,2.08380522103,1.76102318846,2.01556266031,0.513305185672,0.794564870346,4.34224419919,1.60779382756,3.10120267029,5.65642228697,2.26852695638,1.53406028644,-0.235263872766,-0.787985342204,-0.568972767927,0.587300229439,-0.581697791106,0.562766488274,0.774421946146,0.201759213653,-0.599636447386,0,0,0
llama,12,7,H07_F,True,USABLE,500,6.25993500884,11.9043150789,20.169263175,3.23237190899,4.60335265331,3.25389972634,10.448228158,4.94635592371,3.19473078624,21.1908556508,9.29231615315,10.587863429,28.5040026917,8.5530213132,5.16992323293,-0.309785259661,-0.820335053762,-0.480711444077,-0.947781981379,0.306720344839,0.0873610086616,-0.0757786821582,-0.482672797691,0.872516224319,0,0,0
llama,12,7,H07_G,True,USABLE,500,-0.228065464911,7.99469185565,7.50224674077,2.5266745047,3.39060354152,2.94429637313,6.38408405269,1.2125356419,2.10436899446,11.4961923758,5.37433347499,8.66888113284,16.1592697428,6.32093881681,4.06894900171,-0.225429833497,-0.760480335197,-0.60897540997,0.86902730639,-0.439524829219,0.227177167095,0.440423581247,0.478003749231,-0.759960186328,0,0.002,0.004
llama,12,8,H08_A,True,USABLE,500,2.16139871017,0.184115328679,10.1296950245,2.95811952261,3.48746191706,2.99866478594,8.75047111005,1.89748243106,2.89836714523,12.1623906229,5.14738655407,8.99199049843,17.2258900866,7.95722234792,4.72173979687,-0.3621093357,-0.727773348268,-0.582428349714,-0.859314120441,0.502745187778,-0.0939495533669,-0.361187031066,-0.466468894695,0.807434640619,0,0,0
llama,12,8,H08_B,True,USABLE,500,-1.11061629392,-4.77623681119,-0.523221569223,1.22941379241,1.66916092452,1.37555708856,1.51145827298,0.352403600327,0.549959136257,2.78609819195,0.990822382468,1.89215730389,3.59801414307,1.56013559132,1.03156403443,-0.277683197979,-0.789127817966,-0.547877110739,0.73042066599,-0.543867882985,0.4131505495,0.624001355972,0.285455798275,-0.727418239376,0,0.004,0.01
llama,12,8,H08_C,True,USABLE,500,0.64809820226,4.02176379974,6.68860685129,2.36781147643,3.08898742958,2.00871477848,5.60653118792,1.06513656841,1.61883068396,9.54184334011,2.81791660066,4.03493506127,11.2030840388,5.53949017602,2.44073537448,-0.282744954349,-0.869236510421,-0.405565259534,0.891950209529,-0.393788374313,0.222161067645,0.352817395421,0.29892909729,-0.886657363519,0,0,0
llama,12,8,H08_D,True,USABLE,500,5.50594377018,2.9843211042,8.05698710848,1.75437531595,2.21413863828,1.39351839014,3.07783274922,1.069844006,0.775355912732,4.90240990952,1.77337400061,1.94189350365,6.26280564454,2.58489368171,1.07443683614,-0.378466267342,-0.830472480745,-0.408752667525,-0.913420847211,0.406535848625,0.0197726999222,-0.149751929414,-0.380846507805,0.912430982118,0,0,0
llama,12,8,H08_E,True,USABLE,500,5.91007132421,14.5274317672,22.6920222538,3.39023170546,5.02484617123,3.26846609431,11.4936710167,4.3672431591,3.73226180789,25.2490790445,10.6627929172,10.6828706096,32.3863703194,10.2740007929,4.76524955854,-0.259751456818,-0.848298147838,-0.46143193762,-0.939736283834,0.332056080746,-0.0814522933076,-0.222317110287,-0.412466982454,0.883428599752,0,0,0
llama,12,8,H08_F,True,USABLE,500,5.53503157602,12.9059099453,19.5717219881,3.32021486695,4.69036253613,3.21753010863,11.0238267627,5.1954050591,3.31854440081,21.9995007203,9.55258994079,10.3524999999,29.4231943825,8.99232526664,4.96030783387,-0.317311688435,-0.824637280901,-0.468280522049,-0.944965757007,0.316453747638,0.0830466356295,-0.0797057743546,-0.46886072618,0.879668465378,0,0,0
llama,12,8,H08_G,True,USABLE,500,1.35640217418,-5.79281433581,8.32397292536,1.79800672654,2.69238651243,2.4236444015,3.2328281887,0.78635903269,1.24213910926,7.2489451323,2.762351979,5.87405218494,9.70610178492,3.94484781186,2.70487590915,-0.210386111609,-0.759429157492,-0.61563385124,0.419356985637,-0.638954018544,0.644885633879,0.883106676817,0.122495375168,-0.45289897375,0,0,0
llama,12,8,H08_H,True,USABLE,500,-0.0624633148444,14.2780907579,16.8124920222,3.09001867152,4.70607979497,3.78070042901,9.54821539032,2.83888460925,3.31808492907,22.1471870367,10.4153470059,14.2936957339,30.2162622935,9.23904116646,6.53379470097,-0.200649319376,-0.800165488122,-0.565221233016,-0.872833624454,0.408007072667,-0.267753044195,-0.444861005997,-0.439619631353,0.780277684592,0,0,0
llama,12,9,H09_A,False,USABLE,500,3.08278408269,-0.891658981522,11.6717259615,2.89609466604,3.36410602853,2.81444079087,8.38736431465,2.24609328363,2.78955646551,11.3172093712,4.71185546796,7.92107696534,16.1669012287,7.17966578797,4.27908363451,-0.408038327165,-0.726354447949,-0.553094873877,-0.856735565643,0.513966639468,-0.0429239336114,-0.315450303736,-0.456341439559,0.832011776608,0,0,0
llama,12,9,H09_B,False,USABLE,500,-1.24768611266,-4.24176088386,-0.00569580292289,1.32714973654,1.83117898078,1.43374481745,1.7613264232,0.432301778099,0.612080248463,3.35321645967,1.09573798336,2.05562420156,4.17187965831,1.8128443637,1.18544306241,-0.274760487772,-0.819097016373,-0.503573978803,0.747353852313,-0.511445737521,0.424129080592,0.604953629456,0.259814039922,-0.752680390915,0.006,0.014,0.018
llama,12,9,H09_C,False,USABLE,500,4.01729006666,12.0059840978,20.5937227932,3.37587403642,4.81933979172,3.14517412004,11.3965255098,3.83091353951,3.63869753146,23.2260360281,9.3660450034,9.89212024535,29.4851912194,10.3556893356,4.67380122828,-0.271217621615,-0.847831526004,-0.45565634555,-0.92842398208,0.355320559083,-0.108518246351,-0.253909257854,-0.393610218118,0.883516318451,0,0,0
llama,12,9,H09_D,False,USABLE,500,5.40583667045,3.1092793864,5.9932224761,1.61226089708,2.10539942709,1.33552617655,2.59938520027,0.944723647418,0.648897227656,4.43270674757,1.61446092834,1.78363016826,5.6211329033,2.20032976832,0.994259444484,-0.351371104969,-0.840260448665,-0.412917334344,-0.925869240847,0.377311075661,0.020062428487,-0.138940618419,-0.389356816547,0.910547513292,0,0,0
llama,12,9,H09_E,False,USABLE,500,0.49119617291,-8.45589534633,2.86927203097,1.37861043288,1.95672491831,1.61448181407,1.90056672563,0.577355227643,0.744863275557,3.82877240592,1.41419342208,2.60655152797,5.01573209294,1.95391153776,1.36624702882,-0.277368401423,-0.788664320796,-0.548703343343,0.656855233595,-0.57244991029,0.490756866796,0.7011476107,0.224298215135,-0.676817803176,0,0,0
llama,12,9,H09_F,False,USABLE,500,0.289310848189,9.17932030611,8.44588307106,2.87657133362,3.83422168545,2.76768760371,8.27466263743,1.76120118135,2.45820520616,14.7012559332,5.5076222856,7.66009467173,18.4559723757,8.01763754033,4.16240332632,-0.261485289225,-0.834384492379,-0.485209194467,-0.901756811369,0.390440282916,-0.185448210091,-0.3441803258,-0.389048717198,0.854506289607,0,0.002,0.002
llama,12,9,H09_G,False,USABLE,500,5.22315271407,15.6044687759,21.9809317557,3.43116579105,5.0671083821,3.32154191148,11.7728986857,5.15602928059,3.59686765497,25.6755873559,10.8480049156,11.0326406697,33.2563973996,10.0694504716,5.15527884007,-0.279207016923,-0.844330258119,-0.457329046668,-0.949133523333,0.314868409271,-0.00185465053532,-0.145564407003,-0.433548497943,0.889295622021,0,0,0
llama,12,9,H09_H,False,USABLE,500,7.30602313078,11.4177647331,20.3728448466,3.17131614498,4.48626548553,3.02205486293,10.0572460914,4.68937941942,3.06015073755,20.1265780067,8.58622062514,9.13281559456,26.6985487409,8.22881374095,4.38927721083,-0.318192744216,-0.828673554087,-0.460492690805,-0.942299107687,0.329763794884,0.0576908245486,-0.104046956619,-0.452278653421,0.885786797417,0,0,0
llama,12,9,H09_I,False,USABLE,500,-0.571591196992,9.39378334448,11.0990615766,2.70819487259,3.84897372534,3.4212105974,7.33431946791,1.84099333445,2.53746003582,14.8145987383,7.45752234669,11.7046819518,21.5259908653,7.11145915668,5.21615013604,-0.209311849811,-0.751979696083,-0.625072064811,-0.860564550766,0.445206203653,-0.247426939103,-0.464345995453,-0.486125470334,0.740314003379,0,0,0
llama,12,10,H10_A,True,USABLE,500,0.626280275252,-6.6934560717,5.59265744895,2.28228879886,2.53741031808,2.19373447581,5.20884216138,0.497208919627,1.79505993874,6.43845112228,2.30481904099,4.81247095035,8.70994343711,5.18179327474,2.56802752216,-0.404231944403,-0.693545871457,-0.596314228666,0.791440201054,-0.592030747124,0.152059207602,0.458496393967,0.410479863873,-0.788217824002,0,0,0
llama,12,10,H10_B,True,USABLE,500,7.43717412539,10.9528267818,19.6873754218,3.05794914968,4.32036456621,2.74262631274,9.351053002,3.87172549501,2.94779981394,18.665549985,7.99543375307,7.52199909132,24.3737302922,7.95235101416,3.2125207719,-0.304716439529,-0.838757621495,-0.451257735519,-0.938377582267,0.3455061008,-0.00854677762461,-0.163080975527,-0.420845799188,0.892352737838,0,0,0
llama,12,10,H10_C,True,USABLE,500,1.68737900207,-1.2850623306,1.92544987206,1.17963927844,1.63327808224,1.24349504303,1.39154882723,0.600444716452,0.341605407869,2.66759729393,1.06355644615,1.54627992205,3.53204298075,1.16980732941,0.90357573305,-0.307061475793,-0.815948755466,-0.48983760425,-0.949741868364,0.229812414274,0.212547965695,0.0608574856504,-0.530484573479,0.845507234588,0.024,0.05,0.074
llama,12,10,H10_D,True,USABLE,500,1.38547882289,6.7699397889,13.9282358309,3.36622055319,4.47436535565,3.06348248543,11.3314408127,3.06593177339,3.53065496079,20.0199453359,7.07758420517,9.38492493852,24.9434192354,10.5713308878,5.22156096399,-0.305821545609,-0.838566719455,-0.450864768266,-0.892915066812,0.416960328227,-0.169843363561,-0.330417713964,-0.350642184724,0.876284310364,0,0,0
llama,12,10,H10_E,True,USABLE,500,-0.955466001844,-4.88752362625,-0.0997941476261,1.3813634334,2.08792804637,1.6386386166,1.90816493514,0.613220852621,0.651757961014,4.35944352683,1.62851929043,2.68513651581,5.55822817871,1.92783747699,1.46667932208,-0.230930486585,-0.823048524134,-0.518904844154,0.695837139567,-0.512471720496,0.5031733408,0.680060133786,0.244875198036,-0.691053074533,0.008,0.012,0.016
llama,12,10,H10_F,True,USABLE,500,-1.115313959,1.21758679724,2.24245773903,1.78192075169,2.27761511006,1.83016046214,3.17524156532,0.596405821017,1.02080013488,5.18753058955,1.76648199791,3.34948731719,6.58377610473,3.17714551678,1.95133785055,-0.297359910989,-0.79532521517,-0.528237527493,-0.815038994749,0.499614919858,-0.293421827568,0.49728112811,0.343282294869,-0.796786511968,0.002,0.032,0.086
llama,12,10,H10_G,True,USABLE,500,5.39392366405,11.9185288128,17.6669210896,3.17914989711,4.40158673403,2.94242939265,10.1069940683,4.73335278513,2.90467934301,19.3739657772,8.12465078495,8.65789073074,25.7181711362,8.16014324556,4.26053619453,-0.334773250365,-0.827354699704,-0.451011165846,-0.939446151917,0.330261090662,0.0914797225796,-0.0732652611291,-0.454325668296,0.887817767697,0,0,0
llama,12,10,H10_H,True,USABLE,500,7.62823526482,5.12867499294,22.6380489128,2.30049448376,3.57145027691,2.41803671323,5.2922748698,2.25045424646,1.77953747597,12.7552570804,5.40109987399,5.84690154653,16.4315984519,4.69396326908,2.76887177583,-0.246458922507,-0.84585844843,-0.473055477441,-0.937922893588,0.33108653141,-0.103355475917,-0.244046399687,-0.418216682999,0.874949233305,0,0,0
llama,12,10,H10_I,True,USABLE,500,6.92640634129,19.8709647021,27.4517104389,3.69511516139,5.96870475833,3.97391231678,13.653876056,4.74476326793,4.59235361042,35.6254364921,15.1229106829,15.7919791015,45.082421461,12.943528633,7.04534155555,-0.198765196884,-0.857775039824,-0.474040480932,-0.930404503842,0.317145633935,-0.183755560748,-0.307960802275,-0.404525188252,0.861115274706,0,0,0
llama,12,10,H10_J,True,USABLE,500,2.22409104951,8.99092733474,16.9007555712,3.29891166992,4.45913544086,3.73017256551,10.8828182059,3.1894387795,3.77917023663,19.88388888,9.45592155721,13.9141873685,28.1572525686,9.96495573284,6.55868615294,-0.268957312737,-0.768001124916,-0.58123681581,-0.900433054051,0.414705538075,-0.131299778605,-0.341880504119,-0.48805080557,0.803071685521,0,0,0
gemma,12,4,H04_A,True,USABLE,500,7068.07293193,-6723.25208996,-4480.29841966,5667.2119406,11550.2515489,9702.33404306,32117291.1797,-44835437.3885,-18892728.0404,133408310.842,80003613.3075,94135285.8831,208693406.038,39166385.7245,11801096.1428,-0.258123635736,0.771576901601,0.581413169433,-0.512857352304,0.400579208332,-0.759284949173,0.81874875564,0.49417141031,-0.292309925199,0,0,0
gemma,12,4,H04_B,True,USABLE,500,5122.40245042,-9218.07382822,3312.55052519,1239.67904239,2751.01404865,2375.11216972,1536804.12814,-2469008.22231,-1605884.25815,7568078.29586,5374463.63302,5641157.81876,12823071.5725,1348536.74748,574431.922773,-0.251020121696,0.74724473546,0.615316344518,0.496168944561,-0.446483608162,0.744626595077,0.831146964716,0.492217119745,-0.258683262066,0,0,0
gemma,12,4,H04_C,True,USABLE,500,7778.81533773,1086.71178171,10227.8037632,6128.02911915,12902.6852313,10447.5298008,37552740.8851,-56293837.3996,-23188605.5965,166479286.178,98294886.1674,109150878.938,256175180.71,44721079.9577,12286645.3335,-0.261464212423,0.782843295642,0.564617428079,0.514718260035,-0.38176361285,0.76767288391,-0.816517959636,-0.491337886157,0.303126216647,0,0,0
gemma,12,4,H04_D,True,USABLE,500,6081.80819451,-13326.4202317,3558.51416248,1541.49350411,3202.46715326,2777.89976733,2376202.22321,-3385938.83331,-1848773.50456,10255795.8677,6627567.54036,7716727.11732,16735964.6093,2634458.14142,978302.457518,-0.255639247697,0.753307436719,0.605950889777,-0.471455428505,0.450059265211,-0.758403874417,0.844025090841,0.479556632299,-0.240098068397,0,0,0
gemma,12,5,H05_A,True,USABLE,500,4339.24180518,-6808.88464846,3089.0161983,1091.07482302,2027.61858456,1886.00036706,1190444.26944,-1639022.25638,-1343914.52793,4111237.12443,3218575.99196,3556997.38455,7747792.52653,677506.105304,433380.146592,-0.307212226375,0.704598803105,0.639657075806,-0.522839777606,0.436658527073,-0.732098284172,-0.795147291336,-0.559347707064,0.234245443249,0,0,0
gemma,12,5,H05_B,True,USABLE,500,6206.0874979,-6448.40007584,-6091.24680732,5476.42453203,11126.2102996,9340.72754704,29991225.655,-41579099.3376,-17544403.359,123792555.631,74196234.1753,87249191.108,193587225.487,36339251.4369,11106495.4701,-0.258452860602,0.771708190458,0.581092580943,-0.515117200893,0.398780759922,-0.758701637576,0.817224808844,0.49541939233,-0.29445413482,0,0,0
gemma,12,5,H05_C,True,USABLE,500,7721.3788397,1625.50189058,10226.4301253,5980.89462673,12543.3605132,10148.7978917,35771100.536,-53246269.9351,-22173793.3271,157335892.964,93323999.8967,102998098.647,242547040.842,41810432.4524,11747618.8531,-0.262061261247,0.782439361104,0.56490047048,0.521408333374,-0.377769039831,0.765129990547,-0.812069729298,-0.495054743175,0.308971772201,0,0,0
gemma,12,5,H05_D,True,USABLE,500,6495.76384225,-10871.1796469,3154.92905627,1604.57264105,3118.57846397,2725.51867884,2574653.3604,-3431549.11894,-2175449.34033,9725531.63593,6692050.08985,7428452.06868,16529960.2615,2158194.35728,1040482.44626,-0.277537057051,0.741152171101,0.611282783363,-0.552400546172,0.397468764337,-0.73271564605,-0.786019604433,-0.541028687455,0.299100552989,0,0,0
gemma,12,5,H05_E,True,USABLE,500,9906.43628267,-13857.1610861,5913.80535452,4431.52962613,9574.12448721,8030.25745982,19638454.8273,-30212067.2112,-11411752.4326,91663859.6966,52517201.0488,64485034.871,140274400.428,28730685.7683,6782263.19838,-0.249390478591,0.777995187751,0.576652301672,-0.455485116715,0.431252593295,-0.778816094612,0.854597974277,0.456885859501,-0.246814938261,0,0,0
gemma,12,6,H06_A,True,USABLE,500,3667.56040228,-5496.27992061,2872.92626736,1147.88092855,2079.18425239,1955.19649163,1317630.62614,-1761134.88484,-1433244.98837,4323007.15537,3405646.33604,3822793.32089,8230634.53104,763843.395428,468953.17594,-0.31156325688,0.700238495621,0.642335104298,-0.568296854726,0.404450051421,-0.716560423701,-0.761555659076,-0.588290918812,0.271931559353,0,0,0
gemma,12,6,H06_B,True,USABLE,500,6349.90975651,-9311.41508583,-5875.46776924,5272.06499537,10774.4339973,9149.12866986,27794669.3154,-38867207.3696,-16244088.8009,116088427.963,69738331.1381,83706555.4177,182192744.442,35090962.3795,10305945.8747,-0.25521547023,0.768735884663,0.58643857597,-0.503883789858,0.411903782822,-0.759234087759,0.825206755955,0.489265176901,-0.282229333342,0,0,0
gemma,12,6,H06_C,True,USABLE,500,7915.12406875,333.587654598,7940.76381729,6074.809133,12512.6475866,10167.4300934,36903306.0024,-53026456.2162,-22024227.5778,156566349.627,92765829.8462,103376634.704,241647549.981,42588653.7561,12610086.5954,-0.263217039012,0.781221822645,0.566047042389,0.530119232266,-0.373093218034,0.76142960951,-0.806033739961,-0.500493670769,0.315936220723,0,0,0
gemma,12,6,H06_D,True,USABLE,500,5879.07387439,-11033.8253067,2675.50042175,1306.45703124,2505.09776375,2255.23120021,1706829.97448,-2305132.13453,-1655000.26774,6275514.80594,4585516.25684,5086067.76639,11149952.3383,1242952.50789,675507.700616,-0.286724696071,0.72485844694,0.626393790329,-0.547680287596,0.41244136474,-0.727968696601,-0.786024968586,-0.551790134518,0.278733557734,0,0,0
gemma,12,6,H06_E,True,USABLE,500,9358.10227604,-12595.4148667,4769.63496273,3869.75663009,8443.51756576,7100.20743812,14975016.3761,-23319916.3537,-8941545.82799,71292988.8833,41055093.1256,50412945.6643,109306600.371,22183553.1934,5190797.35963,-0.246962986098,0.776944915612,0.579107832448,-0.449547850548,0.437557454777,-0.778749127664,0.858438124483,0.452658891301,-0.241213421187,0,0,0
gemma,12,6,H06_F,True,USABLE,500,7636.28900682,161.183992857,10720.0038094,6269.17078045,13392.4230932,10826.9423037,39302502.2744,-60444767.2135,-24821919.9382,179356996.307,105621655.833,117222679.647,275419448.13,47870748.6345,12591981.4631,-0.259933957955,0.783751108955,0.564064301932,-0.503747907504,0.388295173427,-0.771663724674,0.823815745896,0.484727817961,-0.293881879856,0,0,0
gemma,12,7,H07_A,True,USABLE,500,19019.5503428,-22930.6764507,20009.3344513,6346.81457616,13214.3767617,10981.3682616,40282055.2642,-58203567.4578,-26298588.5408,174619753.201,106464289.276,120590448.896,274003899.706,46807246.1147,14681111.5399,-0.257685705067,0.772557233718,0.580304573508,-0.510774677286,0.400895222308,-0.760521038351,0.820187360575,0.492380281247,-0.291297703719,0,0,0
gemma,12,7,H07_B,True,USABLE,500,3613.55362537,-5266.00536005,2411.72815095,1057.86319667,1971.42048932,1841.45781842,1119074.54288,-1557079.29215,-1259575.7017,3886498.74573,3051153.67282,3390966.89701,7342041.7872,660341.27189,394157.12653,-0.305881801794,0.703886134689,0.641077711922,-0.530271610659,0.433286337955,-0.728748906188,-0.790726464879,-0.562856339339,0.240716428616,0,0,0
gemma,12,7,H07_C,True,USABLE,500,5673.02109272,-9741.81346645,-7090.56374499,4867.87787467,9930.41416321,8483.85026115,23696235.0027,-32778257.8239,-13771968.6777,98613125.4528,59631763.7069,71975715.2536,155325861.911,30005460.8545,8953752.94385,-0.252668405901,0.766660693531,0.590245760386,-0.506370579373,0.415046341452,-0.755860682132,0.824468018182,0.489865201296,-0.283345322096,0,0,0.002
